account_id,customer_id,account_type,balance,credit_limit,interest_rate,account_status,open_date,last_activity_date,branch_id
ACC00014301,CUST000143,CD,8157,,0.0171,Frozen,2022-05-12,2025-08-13,BR007
ACC00014302,CUST000143,Money Market,1960,,0.0226,Active,2022-04-21,2025-05-23,BR007
ACC00014303,CUST000143,Savings,14356,,0.0244,Active,2022-04-27,2025-07-04,BR007
ACC00014304,CUST000143,Credit Card,-5174,39104.0,0.1932,Active,2022-04-26,2025-08-11,BR007
ACC00014401,CUST000144,Money Market,3332,,0.0287,Frozen,2020-03-05,2024-11-28,BR096
ACC00014402,CUST000144,CD,2282,,0.0377,Active,2020-03-10,2025-01-02,BR096
ACC00014501,CUST000145,CD,3637,,0.0398,Active,2016-07-23,2024-12-10,BR125
ACC00014502,CUST000145,Savings,1218,,0.0461,Active,2016-07-22,2025-06-12,BR125
ACC00014601,CUST000146,Credit Card,-541,8304.0,0.1836,Active,2018-06-29,2024-09-27,BR078
ACC00014602,CUST000146,Checking,4815,,0.0,Active,2018-07-04,2024-11-09,BR078
ACC00014603,CUST000146,Checking,537,,0.0,Active,2018-07-23,2024-09-02,BR078
ACC00014604,CUST000146,Checking,273,,0.0,Active,2018-06-30,2025-07-30,BR078
ACC00014701,CUST000147,CD,15293,,0.0118,Frozen,2023-03-21,2025-03-16,BR047
ACC00014702,CUST000147,Credit Card,-1343,8535.0,0.1892,Closed,2023-03-12,2025-01-13,BR047
ACC00014703,CUST000147,Money Market,20395,,0.0452,Active,2023-03-11,2024-11-15,BR047
ACC00014801,CUST000148,Credit Card,-7689,14250.0,0.2018,Active,2019-04-04,2025-03-30,BR006
ACC00014802,CUST000148,Checking,14995,,0.0,Active,2019-03-30,2024-10-15,BR006
ACC00014901,CUST000149,Money Market,9244,,0.0186,Active,2024-02-04,2025-06-09,BR031
ACC00014902,CUST000149,CD,22472,,0.0248,Active,2024-02-16,2024-12-26,BR031
ACC00014903,CUST000149,CD,18304,,0.0336,Active,2024-02-21,2025-05-02,BR031
ACC00015001,CUST000150,Money Market,1751,,0.0478,Active,2017-11-15,2025-08-09,BR061
ACC00015101,CUST000151,Money Market,1602,,0.0264,Active,2017-05-03,2025-04-28,BR020
ACC00015102,CUST000151,CD,337,,0.039,Active,2017-05-25,2025-03-22,BR020
ACC00015103,CUST000151,Credit Card,-684,29358.0,0.2256,Inactive,2017-04-29,2025-06-10,BR020
ACC00015201,CUST000152,CD,3791,,0.0355,Active,2025-06-06,2025-02-05,BR038
ACC00015202,CUST000152,Credit Card,-1961,11480.0,0.21,Active,2025-05-15,2025-06-11,BR038
ACC00015203,CUST000152,CD,4108,,0.0445,Active,2025-05-26,2025-06-26,BR038
ACC00015301,CUST000153,Checking,5173,,0.0,Inactive,2022-04-18,2024-10-16,BR087
ACC00015302,CUST000153,CD,16129,,0.0201,Active,2022-05-01,2024-10-17,BR087
ACC00015401,CUST000154,Credit Card,-4875,45051.0,0.1602,Active,2021-09-21,2025-06-25,BR025
ACC00015501,CUST000155,Savings,42566,,0.0299,Active,2019-07-12,2025-04-27,BR067
ACC00015502,CUST000155,Credit Card,-294,22919.0,0.2417,Active,2019-06-29,2024-09-18,BR067
ACC00015601,CUST000156,Checking,17032,,0.0,Active,2023-08-12,2025-01-23,BR057
ACC00015701,CUST000157,Checking,2470,,0.0,Active,2024-04-09,2025-01-30,BR013
ACC00015702,CUST000157,CD,22010,,0.0245,Active,2024-04-17,2024-11-17,BR013
ACC00015801,CUST000158,Checking,15002,,0.0,Active,2021-10-30,2024-11-17,BR057
ACC00015802,CUST000158,Checking,17251,,0.0,Active,2021-10-23,2024-09-07,BR057
ACC00015901,CUST000159,CD,4423,,0.0182,Closed,2025-01-08,2024-12-08,BR075
ACC00015902,CUST000159,Money Market,3715,,0.0312,Active,2024-12-30,2025-03-30,BR075
ACC00015903,CUST000159,Credit Card,-824,1696.0,0.1728,Active,2025-01-07,2024-12-17,BR075
ACC00015904,CUST000159,Money Market,3888,,0.0185,Active,2025-01-20,2025-08-24,BR075
ACC00016001,CUST000160,Money Market,2432,,0.0376,Active,2022-12-05,2025-03-17,BR022
ACC00016101,CUST000161,Money Market,9595,,0.0348,Active,2023-04-14,2025-02-13,BR004
ACC00016102,CUST000161,Savings,17845,,0.0123,Active,2023-03-30,2025-07-22,BR004
ACC00016201,CUST000162,Savings,1064,,0.0447,Active,2023-12-04,2025-02-27,BR009
ACC00016202,CUST000162,Credit Card,-798,17798.0,0.1746,Active,2023-12-17,2024-12-06,BR009
ACC00016203,CUST000162,Checking,3606,,0.0,Active,2023-12-02,2025-05-09,BR009
ACC00016301,CUST000163,Credit Card,-24448,41905.0,0.2003,Frozen,2020-08-05,2025-08-03,BR126
ACC00016302,CUST000163,Money Market,190064,,0.0456,Active,2020-08-14,2025-07-30,BR126
ACC00016401,CUST000164,Credit Card,-1292,49656.0,0.2088,Active,2017-10-09,2024-09-03,BR066
ACC00016402,CUST000164,Savings,1625,,0.0489,Active,2017-10-10,2025-01-29,BR066
ACC00016403,CUST000164,CD,3145,,0.0274,Active,2017-11-05,2024-11-21,BR066
ACC00016404,CUST000164,Money Market,1365,,0.0269,Active,2017-10-28,2025-05-30,BR066
ACC00016501,CUST000165,Checking,1117,,0.0,Active,2021-04-13,2025-01-26,BR014
ACC00016502,CUST000165,Money Market,1402,,0.0183,Active,2021-04-19,2025-07-01,BR014
ACC00016601,CUST000166,Checking,27082,,0.0,Active,2021-04-27,2025-03-19,BR005
ACC00016701,CUST000167,Credit Card,-780,13834.0,0.1719,Active,2019-03-09,2024-11-29,BR117
ACC00016702,CUST000167,Credit Card,-251,24476.0,0.235,Active,2019-02-19,2025-06-05,BR117
ACC00016703,CUST000167,Money Market,2268,,0.0488,Active,2019-02-14,2025-07-08,BR117
ACC00016801,CUST000168,Checking,3705,,0.0,Active,2015-12-25,2025-03-25,BR022
ACC00016802,CUST000168,Credit Card,-361,19034.0,0.2305,Active,2016-01-01,2025-01-07,BR022
ACC00016901,CUST000169,Checking,1574,,0.0,Active,2017-06-29,2025-01-05,BR028
ACC00016902,CUST000169,CD,1807,,0.047,Active,2017-06-08,2025-01-19,BR028
ACC00017001,CUST000170,Checking,29132,,0.0,Active,2022-08-14,2024-12-20,BR012
ACC00017002,CUST000170,Credit Card,-7045,7122.0,0.2058,Active,2022-08-16,2025-04-18,BR012
ACC00017003,CUST000170,Money Market,10573,,0.0109,Active,2022-07-22,2025-02-10,BR012
ACC00017101,CUST000171,Savings,3568,,0.0366,Active,2023-10-16,2024-10-18,BR018
ACC00017201,CUST000172,Savings,15109,,0.0403,Active,2020-02-10,2025-05-05,BR099
ACC00017202,CUST000172,CD,77787,,0.0151,Inactive,2020-02-17,2025-06-30,BR099
ACC00017301,CUST000173,Checking,2565,,0.0,Frozen,2023-02-01,2025-02-04,BR042
ACC00017302,CUST000173,Checking,366,,0.0,Active,2023-02-03,2025-01-05,BR042
ACC00017401,CUST000174,Savings,2832,,0.0464,Active,2023-08-22,2025-02-16,BR066
ACC00017501,CUST000175,Money Market,4447,,0.0215,Active,2020-08-01,2025-05-02,BR038
ACC00017601,CUST000176,Savings,4328,,0.0244,Active,2023-12-05,2025-07-15,BR042
ACC00017602,CUST000176,CD,3762,,0.0454,Active,2023-11-29,2025-07-25,BR042
ACC00017701,CUST000177,Credit Card,-1109,47969.0,0.183,Active,2022-04-24,2024-12-15,BR038
ACC00017702,CUST000177,Money Market,8756,,0.0311,Active,2022-04-06,2025-06-05,BR038
ACC00017801,CUST000178,Money Market,3773,,0.0314,Closed,2023-02-21,2025-03-17,BR005
ACC00017802,CUST000178,Savings,23232,,0.0175,Active,2023-02-22,2024-11-10,BR005
ACC00017803,CUST000178,Savings,15306,,0.0473,Active,2023-03-05,2024-12-12,BR005
ACC00017901,CUST000179,Savings,20230,,0.0242,Inactive,2017-06-01,2024-12-23,BR007
ACC00017902,CUST000179,Checking,17529,,0.0,Active,2017-05-12,2025-07-19,BR007
ACC00018001,CUST000180,Savings,12873,,0.0246,Active,2015-11-13,2025-03-27,BR001
ACC00018101,CUST000181,CD,18297,,0.0413,Active,2021-06-05,2025-05-07,BR047
ACC00018102,CUST000181,Checking,12027,,0.0,Inactive,2021-06-12,2025-01-06,BR047
ACC00018201,CUST000182,Money Market,20390,,0.0116,Closed,2020-11-29,2025-01-24,BR003
ACC00018301,CUST000183,Credit Card,-2355,28736.0,0.2228,Frozen,2020-02-01,2025-02-03,BR002
ACC00018401,CUST000184,Credit Card,-621,18157.0,0.2242,Active,2021-08-23,2025-01-16,BR108
ACC00018402,CUST000184,CD,946,,0.037,Active,2021-08-19,2025-02-10,BR108
ACC00018403,CUST000184,Checking,2509,,0.0,Active,2021-08-25,2025-02-25,BR108
ACC00018501,CUST000185,Credit Card,-4793,49460.0,0.1615,Active,2021-03-19,2025-08-28,BR018
ACC00018601,CUST000186,Money Market,349,,0.0304,Active,2015-11-22,2025-07-18,BR022
ACC00018701,CUST000187,Money Market,10440,,0.0263,Inactive,2025-05-25,2025-06-09,BR016
ACC00018801,CUST000188,Checking,41106,,0.0,Active,2023-05-27,2025-01-11,BR103
ACC00018802,CUST000188,Money Market,13507,,0.0277,Active,2023-05-25,2025-02-14,BR103
ACC00018901,CUST000189,CD,20518,,0.0472,Active,2020-08-11,2025-02-05,BR039
ACC00018902,CUST000189,Money Market,20704,,0.0379,Active,2020-08-24,2025-08-01,BR039
ACC00019001,CUST000190,Savings,3116,,0.0444,Active,2019-08-26,2024-12-30,BR103
ACC00019002,CUST000190,Credit Card,-31,34278.0,0.2257,Active,2019-08-14,2025-05-11,BR103
ACC00019003,CUST000190,Savings,3758,,0.0275,Active,2019-08-20,2024-10-08,BR103
ACC00019101,CUST000191,Money Market,15648,,0.0407,Active,2019-11-03,2024-09-28,BR099
ACC00019201,CUST000192,CD,17159,,0.0209,Active,2024-11-02,2025-06-29,BR077
ACC00019202,CUST000192,Savings,13122,,0.0214,Inactive,2024-11-06,2025-05-26,BR077
ACC00019301,CUST000193,Checking,5135,,0.0,Active,2018-06-18,2024-10-15,BR007
ACC00019302,CUST000193,Credit Card,-1215,19904.0,0.2237,Active,2018-07-07,2024-10-27,BR007
ACC00019303,CUST000193,Savings,16811,,0.0338,Active,2018-07-01,2024-12-19,BR007
ACC00019401,CUST000194,Checking,1557,,0.0,Active,2021-10-26,2025-06-11,BR009
ACC00019402,CUST000194,Checking,24288,,0.0,Active,2021-10-20,2025-06-07,BR009
ACC00019501,CUST000195,Money Market,3083,,0.034,Active,2016-10-13,2025-08-10,BR020
ACC00019601,CUST000196,Credit Card,-18651,46088.0,0.2237,Active,2016-11-19,2025-06-24,BR011
ACC00019602,CUST000196,Money Market,23831,,0.0275,Active,2016-11-09,2025-03-21,BR011
ACC00019603,CUST000196,Savings,98833,,0.0325,Active,2016-11-30,2024-11-28,BR011
ACC00019701,CUST000197,CD,4102,,0.0147,Active,2021-05-20,2025-08-16,BR002
ACC00019702,CUST000197,Money Market,4901,,0.0188,Active,2021-06-07,2024-09-13,BR002
ACC00019703,CUST000197,Checking,1482,,0.0,Active,2021-06-03,2024-12-26,BR002
ACC00019801,CUST000198,CD,3630,,0.0279,Active,2016-05-18,2024-12-09,BR057
ACC00019901,CUST000199,Checking,13307,,0.0,Active,2018-09-18,2025-06-16,BR056
ACC00020001,CUST000200,Checking,6074,,0.0,Active,2018-12-15,2025-06-02,BR053
ACC00020002,CUST000200,Savings,17083,,0.0159,Active,2018-12-01,2025-04-20,BR053
ACC00020003,CUST000200,CD,12811,,0.0179,Active,2018-11-18,2025-06-12,BR053
ACC00020101,CUST000201,Money Market,13052,,0.0479,Active,2016-04-06,2024-12-15,BR038
ACC00020102,CUST000201,Savings,10053,,0.0141,Active,2016-04-13,2025-02-25,BR038
ACC00020201,CUST000202,Checking,2831,,0.0,Active,2018-04-10,2025-08-01,BR016
ACC00020202,CUST000202,Money Market,12945,,0.0235,Active,2018-04-07,2025-02-03,BR016
ACC00020203,CUST000202,Money Market,12573,,0.0242,Active,2018-04-30,2025-04-08,BR016
ACC00020301,CUST000203,Money Market,3078,,0.0469,Inactive,2019-07-29,2025-02-07,BR050
ACC00020302,CUST000203,Savings,1107,,0.027,Active,2019-07-21,2025-05-15,BR050
ACC00020401,CUST000204,Savings,1767,,0.0249,Active,2024-10-11,2025-08-10,BR007
ACC00020402,CUST000204,CD,3496,,0.0266,Active,2024-09-13,2025-07-09,BR007
ACC00020403,CUST000204,Credit Card,-15,20760.0,0.2489,Inactive,2024-10-05,2024-11-04,BR007
ACC00020501,CUST000205,Credit Card,-15,33947.0,0.1917,Active,2024-04-02,2024-09-14,BR075
ACC00020502,CUST000205,Checking,2506,,0.0,Frozen,2024-03-17,2025-01-07,BR075
ACC00020601,CUST000206,Checking,16520,,0.0,Active,2017-02-10,2025-08-25,BR030
ACC00020701,CUST000207,Money Market,2800,,0.0372,Active,2018-01-29,2025-03-15,BR006
ACC00020801,CUST000208,Money Market,1399,,0.0137,Closed,2020-05-31,2025-04-20,BR012
ACC00020802,CUST000208,Credit Card,-1194,16172.0,0.1723,Active,2020-05-26,2024-10-15,BR012
ACC00020803,CUST000208,CD,478,,0.0411,Active,2020-05-28,2024-12-01,BR012
ACC00020901,CUST000209,Savings,3246,,0.0367,Active,2022-04-17,2024-09-19,BR055
ACC00020902,CUST000209,Checking,18154,,0.0,Active,2022-04-22,2025-08-31,BR055
ACC00020903,CUST000209,Credit Card,-5738,43351.0,0.2179,Active,2022-04-06,2024-09-29,BR055
ACC00021001,CUST000210,Checking,3119,,0.0,Frozen,2016-03-21,2025-06-05,BR018
ACC00021002,CUST000210,Credit Card,-611,6130.0,0.1593,Active,2016-03-21,2025-03-22,BR018
ACC00021003,CUST000210,Savings,1518,,0.0117,Inactive,2016-03-22,2024-10-24,BR018
ACC00021004,CUST000210,Money Market,497,,0.0113,Active,2016-04-01,2024-11-04,BR018
ACC00021101,CUST000211,Savings,2044,,0.0383,Closed,2018-11-18,2025-05-15,BR028
ACC00021201,CUST000212,Credit Card,-1990,33753.0,0.2087,Active,2021-05-04,2025-06-10,BR043
ACC00021301,CUST000213,Checking,97253,,0.0,Active,2022-11-17,2025-03-11,BR104
ACC00021302,CUST000213,Savings,81217,,0.0324,Active,2022-11-10,2024-10-04,BR104
ACC00021401,CUST000214,Credit Card,-2682,5114.0,0.206,Inactive,2019-10-04,2025-08-27,BR004
ACC00021501,CUST000215,Savings,4427,,0.0219,Active,2022-01-20,2024-10-16,BR043
ACC00021502,CUST000215,CD,4357,,0.014,Active,2022-01-14,2025-05-21,BR043
ACC00021503,CUST000215,CD,3809,,0.0273,Active,2021-12-28,2024-12-08,BR043
ACC00021601,CUST000216,Money Market,5427,,0.0396,Active,2017-10-30,2025-07-03,BR002
ACC00021602,CUST000216,Savings,10796,,0.0305,Active,2017-10-15,2024-11-10,BR002
ACC00021701,CUST000217,Savings,2508,,0.0175,Active,2017-06-09,2024-11-27,BR001
ACC00021702,CUST000217,CD,3663,,0.0217,Active,2017-05-24,2025-01-29,BR001
ACC00021801,CUST000218,Savings,24852,,0.0426,Active,2019-11-04,2025-07-16,BR016
ACC00021802,CUST000218,Money Market,1982,,0.0203,Active,2019-11-15,2025-04-03,BR016
ACC00021901,CUST000219,Credit Card,-784,45841.0,0.2265,Active,2022-01-02,2025-06-30,BR020
ACC00021902,CUST000219,CD,3656,,0.0263,Active,2021-12-23,2024-12-02,BR020
ACC00022001,CUST000220,Credit Card,-10723,34966.0,0.1593,Active,2016-04-07,2025-02-07,BR001
ACC00022002,CUST000220,Credit Card,-14536,20814.0,0.1773,Active,2016-04-03,2025-01-16,BR001
ACC00022101,CUST000221,Savings,2648,,0.0255,Active,2018-12-19,2025-07-21,BR001
ACC00022102,CUST000221,Checking,2606,,0.0,Inactive,2019-01-03,2024-10-02,BR001
ACC00022201,CUST000222,Money Market,3245,,0.0426,Active,2016-01-02,2025-07-24,BR125
ACC00022202,CUST000222,Credit Card,-510,7019.0,0.231,Frozen,2016-01-06,2025-05-14,BR125
ACC00022301,CUST000223,CD,3404,,0.0224,Active,2015-10-27,2025-07-16,BR001
ACC00022302,CUST000223,Savings,2386,,0.0104,Active,2015-10-27,2024-09-12,BR001
ACC00022303,CUST000223,CD,4878,,0.0404,Active,2015-11-19,2024-09-10,BR001
ACC00022401,CUST000224,Credit Card,-6144,18581.0,0.2266,Active,2019-04-20,2025-08-09,BR056
ACC00022402,CUST000224,CD,13795,,0.0267,Active,2019-04-27,2025-05-26,BR056
ACC00022501,CUST000225,Credit Card,-249,44338.0,0.2486,Active,2018-08-24,2025-05-20,BR025
ACC00022502,CUST000225,Savings,19892,,0.0413,Active,2018-08-23,2025-08-28,BR025
ACC00022503,CUST000225,Savings,22790,,0.0409,Active,2018-09-08,2025-03-05,BR025
ACC00022504,CUST000225,Savings,9725,,0.0253,Active,2018-09-03,2025-05-14,BR025
ACC00022601,CUST000226,Savings,1621,,0.0461,Active,2023-01-22,2025-03-09,BR030
ACC00022602,CUST000226,CD,1802,,0.0192,Active,2023-02-06,2025-07-28,BR030
ACC00022603,CUST000226,Credit Card,-109,26349.0,0.2175,Active,2023-01-17,2025-02-14,BR030
ACC00022701,CUST000227,Savings,17865,,0.0265,Active,2025-03-14,2025-04-02,BR057
ACC00022702,CUST000227,Money Market,24161,,0.0453,Closed,2025-03-01,2025-01-28,BR057
ACC00022801,CUST000228,Money Market,74981,,0.0301,Active,2022-04-30,2025-07-12,BR006
ACC00022901,CUST000229,Money Market,11803,,0.0231,Frozen,2023-08-24,2025-04-07,BR043
ACC00022902,CUST000229,Money Market,23143,,0.041,Closed,2023-09-02,2025-03-29,BR043
ACC00023001,CUST000230,CD,3146,,0.043,Active,2024-09-15,2025-01-18,BR103
ACC00023002,CUST000230,Credit Card,-1150,45367.0,0.1502,Active,2024-09-29,2025-07-19,BR103
ACC00023003,CUST000230,Money Market,2863,,0.0127,Active,2024-09-24,2025-03-11,BR103
ACC00023101,CUST000231,Savings,61851,,0.0355,Active,2017-08-26,2025-04-23,BR096
ACC00023102,CUST000231,CD,44227,,0.0356,Active,2017-09-10,2025-07-08,BR096
ACC00023201,CUST000232,Credit Card,-1759,28147.0,0.2415,Active,2021-08-29,2025-06-19,BR099
ACC00023202,CUST000232,CD,2193,,0.0247,Active,2021-08-27,2025-06-14,BR099
ACC00023203,CUST000232,Money Market,15234,,0.0242,Active,2021-09-21,2025-05-04,BR099
ACC00023301,CUST000233,Money Market,9296,,0.0171,Active,2024-01-06,2025-05-19,BR087
ACC00023401,CUST000234,Money Market,1336,,0.0135,Active,2025-09-01,2025-08-05,BR014
ACC00023402,CUST000234,Credit Card,-907,17387.0,0.1956,Active,2025-08-14,2025-01-03,BR014
ACC00023403,CUST000234,Money Market,1224,,0.012,Active,2025-08-21,2024-12-15,BR014
ACC00023501,CUST000235,Checking,21695,,0.0,Inactive,2025-01-29,2025-01-17,BR025
ACC00023502,CUST000235,Checking,19731,,0.0,Active,2025-01-27,2025-05-16,BR025
ACC00023601,CUST000236,Money Market,22976,,0.0478,Active,2017-03-18,2025-06-04,BR038
ACC00023701,CUST000237,Money Market,3449,,0.025,Active,2023-10-27,2024-11-13,BR059
ACC00023702,CUST000237,Savings,1933,,0.0227,Active,2023-11-20,2025-06-04,BR059
ACC00023703,CUST000237,Credit Card,-101,36613.0,0.1588,Active,2023-11-01,2025-08-29,BR059
ACC00023801,CUST000238,Savings,34330,,0.0433,Active,2017-07-29,2025-03-08,BR015
ACC00023802,CUST000238,Credit Card,-15590,28742.0,0.1911,Active,2017-07-13,2025-05-03,BR015
ACC00023901,CUST000239,Savings,4113,,0.0369,Active,2017-11-13,2025-06-24,BR026
ACC00023902,CUST000239,Checking,2386,,0.0,Active,2017-10-26,2025-03-11,BR026
ACC00023903,CUST000239,Savings,1774,,0.0319,Inactive,2017-10-22,2025-02-20,BR026
ACC00024001,CUST000240,CD,2328,,0.0468,Active,2017-08-13,2025-07-04,BR075
ACC00024002,CUST000240,Credit Card,-1268,49278.0,0.2323,Active,2017-07-22,2024-09-11,BR075
ACC00024003,CUST000240,Checking,12915,,0.0,Inactive,2017-07-25,2025-03-27,BR075
ACC00024101,CUST000241,Savings,767,,0.0311,Active,2024-01-29,2025-08-04,BR017
ACC00024201,CUST000242,CD,2520,,0.0332,Active,2015-12-31,2025-03-15,BR006
ACC00024202,CUST000242,CD,3064,,0.0347,Active,2015-12-07,2025-05-20,BR006
ACC00024203,CUST000242,Money Market,1187,,0.0289,Active,2015-12-29,2025-05-20,BR006
ACC00024301,CUST000243,Savings,2978,,0.0347,Active,2016-01-23,2025-04-22,BR042
ACC00024302,CUST000243,Checking,1026,,0.0,Inactive,2016-02-04,2024-11-13,BR042
ACC00024303,CUST000243,Money Market,1865,,0.0227,Active,2016-01-26,2025-08-09,BR042
ACC00024401,CUST000244,Savings,466,,0.0225,Active,2020-01-09,2025-06-10,BR026
ACC00024402,CUST000244,Checking,4064,,0.0,Active,2019-12-28,2025-06-07,BR026
ACC00024501,CUST000245,Money Market,5046,,0.0188,Active,2022-08-30,2025-01-13,BR014
ACC00024502,CUST000245,Checking,1355,,0.0,Inactive,2022-09-05,2025-02-19,BR014
ACC00024601,CUST000246,Savings,5585,,0.0143,Active,2019-09-25,2024-12-17,BR047
ACC00024602,CUST000246,Credit Card,-2355,23226.0,0.2304,Active,2019-09-14,2025-03-04,BR047
ACC00024701,CUST000247,CD,4612,,0.0213,Active,2021-06-22,2024-11-28,BR025
ACC00024702,CUST000247,Savings,6078,,0.0117,Active,2021-06-15,2024-11-26,BR025
ACC00024703,CUST000247,Checking,20975,,0.0,Inactive,2021-06-12,2025-01-18,BR025
ACC00024801,CUST000248,CD,2410,,0.02,Active,2022-01-04,2025-03-15,BR108
ACC00024802,CUST000248,Savings,3489,,0.027,Active,2022-01-13,2025-05-04,BR108
ACC00024901,CUST000249,CD,2416,,0.017,Active,2018-05-30,2025-03-03,BR011
ACC00024902,CUST000249,CD,3832,,0.0462,Active,2018-06-23,2024-09-03,BR011
ACC00024903,CUST000249,Money Market,12133,,0.0304,Active,2018-06-06,2024-09-07,BR011
ACC00025001,CUST000250,Savings,9209,,0.0281,Active,2021-05-27,2024-09-21,BR021
ACC00025101,CUST000251,Money Market,1327,,0.0268,Active,2025-05-19,2025-05-12,BR009
ACC00025201,CUST000252,Savings,17096,,0.037,Active,2018-09-16,2024-11-05,BR104
ACC00025301,CUST000253,CD,570,,0.0158,Active,2019-04-01,2025-02-19,BR096
ACC00025302,CUST000253,Money Market,1023,,0.0103,Active,2019-04-06,2024-09-26,BR096
ACC00025401,CUST000254,Money Market,23452,,0.0469,Active,2025-03-12,2024-10-11,BR001
ACC00025402,CUST000254,CD,2365,,0.0271,Active,2025-02-23,2025-03-25,BR001
ACC00025403,CUST000254,Money Market,16150,,0.0483,Inactive,2025-03-19,2024-10-01,BR001
ACC00025501,CUST000255,Checking,6827,,0.0,Inactive,2020-01-09,2025-03-18,BR068
ACC00025502,CUST000255,Credit Card,-1739,26104.0,0.1954,Active,2020-01-29,2024-11-03,BR068
ACC00025503,CUST000255,Credit Card,-3318,12811.0,0.2472,Closed,2020-01-18,2025-06-10,BR068
ACC00025504,CUST000255,Savings,19820,,0.0421,Active,2020-01-31,2025-03-22,BR068
ACC00025601,CUST000256,Savings,1547,,0.0352,Active,2025-06-16,2024-12-15,BR059
ACC00025602,CUST000256,Money Market,18358,,0.0213,Closed,2025-06-23,2025-08-01,BR059
ACC00025603,CUST000256,Money Market,3683,,0.0448,Active,2025-06-18,2024-10-28,BR059
ACC00025701,CUST000257,Money Market,16501,,0.0427,Active,2025-01-17,2025-05-08,BR096
ACC00025702,CUST000257,CD,20060,,0.0219,Active,2024-12-24,2024-11-18,BR096
ACC00025703,CUST000257,Checking,24142,,0.0,Closed,2025-01-05,2024-11-19,BR096
ACC00025801,CUST000258,Savings,2050,,0.0159,Active,2017-07-06,2025-07-18,BR003
ACC00025802,CUST000258,CD,23393,,0.0206,Active,2017-07-24,2025-03-28,BR003
ACC00025901,CUST000259,Credit Card,-1286,45833.0,0.1831,Active,2023-05-06,2024-10-14,BR066
ACC00026001,CUST000260,Credit Card,-146,48234.0,0.1535,Active,2025-09-02,2025-02-25,BR108
ACC00026002,CUST000260,Checking,11583,,0.0,Active,2025-09-22,2025-08-31,BR108
ACC00026101,CUST000261,Money Market,4559,,0.0302,Active,2021-10-07,2024-11-08,BR043
ACC00026201,CUST000262,Money Market,4228,,0.012,Inactive,2022-10-27,2025-01-27,BR030
ACC00026202,CUST000262,Savings,10320,,0.0257,Active,2022-10-31,2025-05-23,BR030
ACC00026301,CUST000263,Savings,8348,,0.0492,Active,2022-11-20,2025-04-25,BR001
ACC00026401,CUST000264,Savings,1213,,0.0226,Closed,2016-07-04,2025-04-06,BR056
